input_text	target_text
▁toke pari ▁ocho pi ▁ken oh ▁ewe betin	▁toke pari ▁ocho pi ▁ken oh ▁ewe betin
▁chitoma	▁chitoma
▁chitoma ▁chitoma ah ▁oi ▁betin ▁waka ▁shitapake ▁pa hko ▁shita p sa ke	▁chitoma ▁chitoma ah ▁oi ▁betin ▁waka ▁shitapake ▁pa hko ▁shita p sa ke
▁ain ▁eweke ▁papakiri ▁oi ke ▁papakiri ▁mera ▁ainoa ▁wan e aka ▁awe an o ▁katima	▁ain ▁eweke ▁papakiri ▁oi ke ▁papakiri ▁mera ▁ainoa ▁wan e aka ▁awe an o ▁katima
▁mana ▁ani t ena ma ▁wai ▁aribake ▁atsa ban a e k ▁ainoa ▁eweke	▁mana ▁ani t ena ma ▁wai ▁aribake ▁atsa ban a e k ▁ainoa ▁eweke
▁ainoa ▁kati yamake ▁ainoa ▁ainoa ▁ha	▁ainoa ▁kati yamake ▁ainoa ▁ainoa ▁ha
▁ewehon ▁wai ▁ake ▁atsa ▁banake ▁heki ▁wis hake	▁ewehon ▁wai ▁ake ▁atsa ▁banake ▁heki ▁wis hake
▁piti ▁yonahon ▁yonahon ▁pi kati bi ▁yoiwe	▁piti ▁yonahon ▁yonahon ▁pi kati bi ▁yoiwe
▁iki ▁non ra	▁iki ▁non ra
▁f al so ▁co mi en z o ▁in in te li g bi le	▁f al so ▁co mi en z o ▁in in te li g bi le
▁eh pi ti ▁kobin ▁akai	▁eh pi ti ▁kobin ▁akai
▁kobiahon ▁neke ▁kena anai ▁nekeribi ▁an ai ▁oke kena ribi ▁an ai ▁in in te li g ii b le ▁be we i	▁kobiahon ▁neke ▁kena anai ▁nekeribi ▁an ai ▁oke kena ribi ▁an ai ▁in in te li g ii b le ▁be we i
▁champehon ▁akai ▁toro mena	▁champehon ▁akai ▁toro mena
▁aya ▁tsaon honkin ▁bene ▁nato xe aki	▁aya ▁tsaon honkin ▁bene ▁nato xe aki
▁toma ▁aya ki ▁nato ▁ayawe ▁ain ▁tsaon ho ki	▁toma ▁aya ki ▁nato ▁ayawe ▁ain ▁tsaon ho ki
▁maho k ▁ayawe ▁ochi ▁ayawe ▁epa ▁ayawe	▁maho k ▁ayawe ▁ochi ▁ayawe ▁epa ▁ayawe
▁hakon ▁ha koin ▁shina hako ▁ha koi ▁wene ▁wene ▁rama ▁akon bires ▁ikika	▁hakon ▁ha koin ▁shina hako ▁ha koi ▁wene ▁wene ▁rama ▁akon bires ▁ikika
▁enimai	▁enimai
▁enimai ▁non e ▁pii ▁enimai ▁non ▁wetsabo ▁nokon ▁poi ▁nokon ▁i rmano betan	▁enimai ▁non e ▁pii ▁enimai ▁non ▁wetsabo ▁nokon ▁poi ▁nokon ▁i rmano betan
▁aha ▁piwe ▁och ▁p wi e ▁bacho ▁ha ha ha hai	▁aha ▁piwe ▁och ▁p wi e ▁bacho ▁ha ha ha hai
▁o san i u ▁ma ▁ma ▁mawa ▁m wan ti ▁kesa maka	▁o san i u ▁ma ▁ma ▁mawa ▁m wan ti ▁kesa maka
▁o sa in ▁he h ▁iki ▁hehe ▁hoa ▁hehe he he ▁hea ▁i betin	▁o sa in ▁he h ▁iki ▁hehe ▁hoa ▁hehe he he ▁hea ▁i betin
▁non ▁wetsa betan ▁iki ▁bacho ▁pio kin ▁wacho ▁we te hiko ▁ai yo ki ▁wacho	▁non ▁wetsa betan ▁iki ▁bacho ▁pio kin ▁wacho ▁we te hiko ▁ai yo ki ▁wacho
▁pao ▁bohon ▁aka in ▁ke chá n ▁nino ▁mapó ▁tsan we ▁akai	▁pao ▁bohon ▁aka in ▁ke chá n ▁nino ▁mapó ▁tsan we ▁akai
▁ewen ▁papan ka ▁mewe ▁ke sha boa hon ▁awe	▁ewen ▁papan ka ▁mewe ▁ke sha boa hon ▁awe
▁wacho ▁hawe ka po ▁ayo ki ▁oh	▁wacho ▁hawe ka po ▁ayo ki ▁oh
▁ewa h ▁hawe ka po ▁ayo kin	▁ewa h ▁hawe ka po ▁ayo kin
▁eah ▁chikish shi ta ▁chikisha i	▁eah ▁chikish shi ta ▁chikisha i
▁chi ch ▁ó ▁min ▁be ten ▁ayamai ▁chicho	▁chi ch ▁ó ▁min ▁be ten ▁ayamai ▁chicho
▁o e ▁este ▁t rí po de	▁o e ▁este ▁t rí po de
▁habo ▁yoi ▁chan chan ▁ki k í ▁heni bo ▁yoi ▁ipaoni bo ▁yoi	▁habo ▁yoi ▁chan chan ▁ki k í ▁heni bo ▁yoi ▁ipaoni bo ▁yoi
▁non kai bo ▁mahka bo ▁yoi	▁non kai bo ▁mahka bo ▁yoi
▁we en ▁wene ▁akon ▁akon ki ▁non ▁pi betin ▁hawe ▁shinan ma bobi ▁haweki ▁ra ke ti ▁yama	▁we en ▁wene ▁akon ▁akon ki ▁non ▁pi betin ▁hawe ▁shinan ma bobi ▁haweki ▁ra ke ti ▁yama
▁pi yai ▁kai	▁pi yai ▁kai
▁oha no ▁kawe	▁oha no ▁kawe
▁oha non ▁kawe ▁wa chó ▁chichó	▁oha non ▁kawe ▁wa chó ▁chichó
▁ewe ▁papa ra ▁yobe ya ▁ikati ▁a ▁an ka ya ▁nawa ▁oin bei betin	▁ewe ▁papa ra ▁yobe ya ▁ikati ▁a ▁an ka ya ▁nawa ▁oin bei betin
▁yobe yama ▁oshin ya	▁yobe yama ▁oshin ya
▁yo sha ▁yoshi a ▁ikati ▁ewen ▁papa	▁yo sha ▁yoshi a ▁ikati ▁ewen ▁papa
▁ka kin ▁yo ha mabo i ▁oho he ▁nawa ▁inan bake ▁yama riki	▁ka kin ▁yo ha mabo i ▁oho he ▁nawa ▁inan bake ▁yama riki
▁ja in ▁ewe tanwe	▁ja in ▁ewe tanwe
▁tso mo ▁tso mo h ▁ya ▁ewen ▁papa ▁ma w ta a ▁iki	▁tso mo ▁tso mo h ▁ya ▁ewen ▁papa ▁ma w ta a ▁iki
▁mahkai	▁mahkai
▁mahka ▁ewen ▁papa ▁mahkata ▁iki	▁mahka ▁ewen ▁papa ▁mahkata ▁iki
▁noitapai ▁en bika ▁ewen ▁papa ▁iwahako ▁iketian ▁ewen ▁papa ▁ka rg aka rg anki ▁ka ra ▁ka ra be kin	▁noitapai ▁en bika ▁ewen ▁papa ▁iwahako ▁iketian ▁ewen ▁papa ▁ka rg aka rg anki ▁ka ra ▁ka ra be kin
▁pewehon ▁pewehon ▁eweai ▁be m bo kesa	▁pewehon ▁pewehon ▁eweai ▁be m bo kesa
▁ani ▁oni ka	▁ani ▁oni ka
▁mastoma	▁mastoma
▁mastoma ▁ne wa ▁ewen ▁papa ▁mastoma ▁ne wa ▁papi ki ▁neke hon ▁ka r ka	▁mastoma ▁ne wa ▁ewen ▁papa ▁mastoma ▁ne wa ▁papi ki ▁neke hon ▁ka r ka
▁a ▁pewehon	▁a ▁pewehon
▁pewe ▁pewe ▁be ra ▁be ki ▁ha a ▁s ón ta ro ▁eweai ▁ika ta ▁h á ▁ áma ma ▁ani ▁ewen ▁papa	▁pewe ▁pewe ▁be ra ▁be ki ▁ha a ▁s ón ta ro ▁eweai ▁ika ta ▁h á ▁ áma ma ▁ani ▁ewen ▁papa
▁ewen ▁p á pa ▁mah ká	▁ewen ▁p á pa ▁mah ká
▁o to ken ia ▁re bo i k	▁o to ken ia ▁re bo i k
▁hainoa ribi ▁nokon ▁bene ▁mawata ▁iki	▁hainoa ribi ▁nokon ▁bene ▁mawata ▁iki
▁mah ká i	▁mah ká i
▁noitapai ▁chiho in	▁noitapai ▁chiho in
▁chiho i ▁mahkai	▁chiho i ▁mahkai
▁ain w ▁ho kon ▁bake ▁chiki to ▁í kati ▁mah kó hoko	▁ain w ▁ho kon ▁bake ▁chiki to ▁í kati ▁mah kó hoko
▁ho kohoko	▁ho kohoko
▁hainoa ▁ea ▁hema ▁pikoke ▁papa riki ▁heman ▁pikoke	▁hainoa ▁ea ▁hema ▁pikoke ▁papa riki ▁heman ▁pikoke
▁neno ▁ike ▁hawerano ▁ ká tima	▁neno ▁ike ▁hawerano ▁ ká tima
▁ki oa ▁kiwa ▁kiwa	▁ki oa ▁kiwa ▁kiwa
▁kiwa	▁kiwa
▁en ▁akiribi ▁yoi ribiai	▁en ▁akiribi ▁yoi ribiai
▁nin ▁isko ▁meran i	▁nin ▁isko ▁meran i
▁hanebon ▁shipibo ▁meran i	▁hanebon ▁shipibo ▁meran i
▁hanebon ▁isko ▁meran i	▁hanebon ▁isko ▁meran i
▁eh kon ki ▁oina ▁iki ▁rome ▁ayahon	▁eh kon ki ▁oina ▁iki ▁rome ▁ayahon
▁hanebon ki ▁oina ▁iki ▁wean ▁ayahon	▁hanebon ki ▁oina ▁iki ▁wean ▁ayahon
▁hanebon ki ▁i o ina ▁iki ▁o me ▁aya ho h n	▁hanebon ki ▁i o ina ▁iki ▁o me ▁aya ho h n
▁oin e k ▁han i	▁oin e k ▁han i
▁iketian ▁awen ▁ako bon ▁boke	▁iketian ▁awen ▁ako bon ▁boke
▁iketian ▁awen ▁bake cho kan ▁choka ke	▁iketian ▁awen ▁bake cho kan ▁choka ke
▁iketian ▁awen ▁bakebon ▁boke	▁iketian ▁awen ▁bakebon ▁boke
▁awen ▁bakebo ▁i oke ▁ishto mai ▁kawe ▁a k hon ▁kake	▁awen ▁bakebo ▁i oke ▁ishto mai ▁kawe ▁a k hon ▁kake
▁awen ▁bakebo ▁i oke ▁oin mai ▁yomets o we ▁a k hon ▁yomets oke	▁awen ▁bakebo ▁i oke ▁oin mai ▁yomets o we ▁a k hon ▁yomets oke
▁awen ▁bakebo ▁i oke ▁oin mai ▁kawe ▁ahon ▁kake	▁awen ▁bakebo ▁i oke ▁oin mai ▁kawe ▁ahon ▁kake
▁yoitima ki ▁banai kain ribike	▁yoitima ki ▁banai kain ribike
▁yoitima ki ▁kishi kain ribike	▁yoitima ki ▁kishi kain ribike
▁kishi ba si ini ba si ▁basi	▁kishi ba si ini ba si ▁basi
▁kishi kaini ka ▁ka	▁kishi kaini ka ▁ka
▁yoitima ▁ika x ki ▁ishton yama ▁iki ▁chini ▁hoke	▁yoitima ▁ika x ki ▁ishton yama ▁iki ▁chini ▁hoke
▁yosi ▁ika x ki ▁ishton yama ▁iki ▁chini ▁hoke	▁yosi ▁ika x ki ▁ishton yama ▁iki ▁chini ▁hoke
▁bakerano boki ▁reken ▁reken ka ina	▁bakerano boki ▁reken ▁reken ka ina
▁epa ▁ma en on ▁a k we ▁a k ronki	▁epa ▁ma en on ▁a k we ▁a k ronki
▁epa ▁manan on ▁awe ▁aronki	▁epa ▁manan on ▁awe ▁aronki
▁ea p ▁mana tiki ▁moa kai ra ▁noko me tiki	▁ea p ▁mana tiki ▁moa kai ra ▁noko me tiki
▁man ati ▁riki ▁a	▁man ati ▁riki ▁a
▁a bika ▁yoitima ▁kaini ▁kares ke	▁a bika ▁yoitima ▁kaini ▁kares ke
▁a bika ▁yoitima ▁kaini ▁kares ke	▁a bika ▁yoitima ▁kaini ▁kares ke
▁o ro res ke ▁o roa	▁o ro res ke ▁o roa
▁kares ke ▁ka	▁kares ke ▁ka
▁aka ▁noko ribike ▁ha ▁yosi	▁aka ▁noko ribike ▁ha ▁yosi
▁aka ▁noko ribike ▁ha ▁paka	▁aka ▁noko ribike ▁ha ▁paka
▁aka ▁no o k ribike ▁ha ▁yosi	▁aka ▁no o k ribike ▁ha ▁yosi
▁aka ▁wetsa ▁meko ti ▁a pari ▁moa ▁ka a	▁aka ▁wetsa ▁meko ti ▁a pari ▁moa ▁ka a
▁ha k ha ▁wets ha ▁b hake r han o ▁ha p ha ri ▁moha ▁ k ha ha	▁ha k ha ▁wets ha ▁b hake r han o ▁ha p ha ri ▁moha ▁ k ha ha
▁aka ▁betsa ▁bakerano ▁a p ja ri ▁moa ▁ka	▁aka ▁betsa ▁bakerano ▁a p ja ri ▁moa ▁ka
▁haskayamawe	▁haskayamawe
▁ramara ▁iskon ▁reteai	▁ramara ▁iskon ▁reteai
▁mara ▁ren ▁ikai ▁hain ▁i k tibi ▁isko ▁ren	▁mara ▁ren ▁ikai ▁hain ▁i k tibi ▁isko ▁ren
▁mara ▁chai sh ▁ikai ▁hain ▁i k tibi ▁isko ▁chai sh	▁mara ▁chai sh ▁ikai ▁hain ▁i k tibi ▁isko ▁chai sh
▁ma v ra ▁tokora ▁ikai ▁hain ▁i tibi ▁isko ▁tokora	▁ma v ra ▁tokora ▁ikai ▁hain ▁i tibi ▁isko ▁tokora
▁hoho ▁hoho ▁ikai ▁noa ▁onan i ▁riki	▁hoho ▁hoho ▁ikai ▁noa ▁onan i ▁riki
▁tokora ▁tokora ▁ikai ▁mia ▁onan i ▁riki	▁tokora ▁tokora ▁ikai ▁mia ▁onan i ▁riki
▁to d ko ra ▁tokora ▁ikai ▁noa ▁onan i ▁riki	▁to d ko ra ▁tokora ▁ikai ▁noa ▁onan i ▁riki
▁nato k na to ▁rome ▁nato y na to ribike ▁rome ▁nato y na to b na to in ke	▁nato k na to ▁rome ▁nato y na to ribike ▁rome ▁nato y na to b na to in ke
▁aka ▁asin ▁ayaribike ▁asin ▁aya bainke	▁aka ▁asin ▁ayaribike ▁asin ▁aya bainke
▁aka ▁rome ▁ayaribike ▁rome ▁aya bainke	▁aka ▁rome ▁ayaribike ▁rome ▁aya bainke
▁toshba bain ▁toshba bainke	▁toshba bain ▁toshba bainke
▁hoai yamawe ▁i k hon ▁toshba ▁ake	▁hoai yamawe ▁i k hon ▁toshba ▁ake
▁sin á yamawe ▁i k hon ▁me hpe ▁ake	▁sin á yamawe ▁i k hon ▁me hpe ▁ake
▁sina yamawe ▁ihon ▁toshba ▁ake	▁sina yamawe ▁ihon ▁toshba ▁ake
▁hainoax ka ▁iki ▁ma ▁bakerano ki ▁ha pari ▁nain kaini	▁hainoax ka ▁iki ▁ma ▁bakerano ki ▁ha pari ▁nain kaini
▁hainoax ka ▁iki ▁ma ▁bakerano ki ▁ha pari ▁reken kaini	▁hainoax ka ▁iki ▁ma ▁bakerano ki ▁ha pari ▁reken kaini
▁reken yamawe ▁akabi ▁weni ▁weni ke	▁reken yamawe ▁akabi ▁weni ▁weni ke
▁reken yama k we ▁akabi ▁kake	▁reken yama k we ▁akabi ▁kake
▁ha ▁raka t ke ▁riki ▁nato	▁ha ▁raka t ke ▁riki ▁nato
▁ha ▁kake ▁riki ▁nato	▁ha ▁kake ▁riki ▁nato
▁p ini ke bi ▁isko ▁tokora ▁ma ▁ochoma	▁p ini ke bi ▁isko ▁tokora ▁ma ▁ochoma
▁kake bi ▁isko ▁soko ▁ma ▁ochoma	▁kake bi ▁isko ▁soko ▁ma ▁ochoma
▁kake bi ▁isko ▁tokora ▁ma ▁ocho i ma	▁kake bi ▁isko ▁tokora ▁ma ▁ocho i ma
▁kikin ▁ochoma tian ▁awen ▁papa ▁pota yamake	▁kikin ▁ochoma tian ▁awen ▁papa ▁pota yamake
▁nato ▁pe k na to o bi	▁nato ▁pe k na to o bi
▁a ▁kopí bi	▁a ▁kopí bi
▁a ▁pekao bi	▁a ▁pekao bi
▁ochi ▁ka a ▁iki ▁ma ▁ka a	▁ochi ▁ka a ▁iki ▁ma ▁ka a
▁bakerano ▁pewe a ▁iki ▁ma ▁pewe a	▁bakerano ▁pewe a ▁iki ▁ma ▁pewe a
▁bakerano ▁ka ▁iki ▁ma ▁ka	▁bakerano ▁ka ▁iki ▁ma ▁ka
▁tokora ▁iriba ro ki	▁tokora ▁iriba ro ki
▁aki ▁toai ronki ▁ikai ▁moa ▁a ▁isko toa	▁aki ▁toai ronki ▁ikai ▁moa ▁a ▁isko toa
▁aki ▁kai ronki ▁ikai ▁moa ▁a ▁pi ts o ka	▁aki ▁kai ronki ▁ikai ▁moa ▁a ▁pi ts o ka
▁pa ki ▁kai ronki ▁ikai ▁moa ▁a ▁isko ka	▁pa ki ▁kai ronki ▁ikai ▁moa ▁a ▁isko ka
▁ta pon ▁kai ronki ▁ikai	▁ta pon ▁kai ronki ▁ikai
▁isko ▁rera ronki ▁ikai	▁isko ▁rera ronki ▁ikai
▁isko ▁kai ronki ▁ikai	▁isko ▁kai ronki ▁ikai
▁ke tere	▁ke tere
▁tsi teke tere	▁tsi teke tere
▁onkon we ▁tsitseketere ▁moara ▁bakerano ▁retei ▁riki ▁i k ronki	▁onkon we ▁tsitseketere ▁moara ▁bakerano ▁retei ▁riki ▁i k ronki
▁ninka t we ▁soko ▁moara ▁bakerano ▁retei ▁riki ▁i k ronki	▁ninka t we ▁soko ▁moara ▁bakerano ▁retei ▁riki ▁i k ronki
▁ninka t we ▁tsitseketere ▁moara ▁karo ▁retei ▁riki ▁i k ronki	▁ninka t we ▁tsitseketere ▁moara ▁karo ▁retei ▁riki ▁i k ronki
▁ninka t we ▁tsitseketere ▁moara ▁bakerano ▁re ti i ▁riki ▁i k ronki	▁ninka t we ▁tsitseketere ▁moara ▁bakerano ▁re ti i ▁riki ▁i k ronki
▁ninkawe ▁tsitseketere ▁moara ▁bakerano ▁retei ▁riki ▁i ronki	▁ninkawe ▁tsitseketere ▁moara ▁bakerano ▁retei ▁riki ▁i ronki
▁akiribi ▁ren	▁akiribi ▁ren
▁akiribi ▁tsitseketere	▁akiribi ▁tsitseketere
▁a ▁bakerano ▁ma ▁aki ▁riki ▁ma ▁oinon ▁kawe ▁a k ronki	▁a ▁bakerano ▁ma ▁aki ▁riki ▁ma ▁oinon ▁kawe ▁a k ronki
▁a ▁bakerano ▁ma ▁retei ▁riki ▁ma ▁oinon ▁kawe ▁ ronki	▁a ▁bakerano ▁ma ▁retei ▁riki ▁ma ▁oinon ▁kawe ▁ ronki
▁aki ▁yosi ▁te cho	▁aki ▁yosi ▁te cho
▁ai k ▁yosi ▁hanebo	▁ai k ▁yosi ▁hanebo
▁so bira ▁ka ▁ka kaini	▁so bira ▁ka ▁ka kaini
▁hanebo ra ▁wetsi s ▁wetsi s we tsi s ini	▁hanebo ra ▁wetsi s ▁wetsi s we tsi s ini
▁hanebo ra ▁ka ▁ka kaini	▁hanebo ra ▁ka ▁ka kaini
▁ma ▁reken ▁kikin ▁ochoma ▁i k tian ka ▁iki ▁tsitseketere	▁ma ▁reken ▁kikin ▁ochoma ▁i k tian ka ▁iki ▁tsitseketere
▁ma ▁hanebo ▁kikin ▁ochoma ▁i k tian ka ▁iki ▁ish á	▁ma ▁hanebo ▁kikin ▁ochoma ▁i k tian ka ▁iki ▁ish á
▁ma ▁han se bo ▁kikin ▁ochoma ▁itian ka ▁iki ▁tsitseketere	▁ma ▁han se bo ▁kikin ▁ochoma ▁itian ka ▁iki ▁tsitseketere
▁mia ▁ kon x an ▁yo kati ra ▁ea ▁hoke	▁mia ▁ kon x an ▁yo kati ra ▁ea ▁hoke
▁mia ▁yoa ▁me ti ra ▁ea ▁hoke	▁mia ▁yoa ▁me ti ra ▁ea ▁hoke
▁mia ▁yoa ▁yo kati ra ▁ea ▁ishto ke	▁mia ▁yoa ▁yo kati ra ▁ea ▁ishto ke
▁mia ▁yoa ▁o kati ra ▁ea ▁hoke	▁mia ▁yoa ▁o kati ra ▁ea ▁hoke
▁in kin yamawe ▁yoa ▁yo kan on ▁ea	▁in kin yamawe ▁yoa ▁yo kan on ▁ea
▁sin á yamawe ▁pa shin ▁na wá ▁yo kan on ▁ea	▁sin á yamawe ▁pa shin ▁na wá ▁yo kan on ▁ea
▁sin á yamawe ▁yoa ▁cho kan on ▁ea	▁sin á yamawe ▁yoa ▁cho kan on ▁ea
▁sina yamawe ▁yoa ▁yo kan on ▁ea	▁sina yamawe ▁yoa ▁yo kan on ▁ea
▁mia ▁mewe s ▁ira ▁taitai ke	▁mia ▁mewe s ▁ira ▁taitai ke
▁mia ▁mewesi ra ▁hoke	▁mia ▁mewesi ra ▁hoke
▁atianka ▁kake ▁kahon	▁atianka ▁kake ▁kahon
▁me tsai ki ▁bai ▁pata shoko ▁bai ▁pata ▁bai ▁pata ▁bai ▁metsa hon ▁oina me tsa ▁iki ▁a	▁me tsai ki ▁bai ▁pata shoko ▁bai ▁pata ▁bai ▁pata ▁bai ▁metsa hon ▁oina me tsa ▁iki ▁a
▁nane iki ▁bai ▁pata shoko ▁bai ▁pata ▁bai ▁pata ▁bai ▁nanehon ▁oin an ane ▁iki ▁a	▁nane iki ▁bai ▁pata shoko ▁bai ▁pata ▁bai ▁pata ▁bai ▁nanehon ▁oin an ane ▁iki ▁a
▁ k n ai ki ▁b n ai ▁p na t na shoko ▁b n ai ▁p na t na ▁b n ai ▁p na t na ▁b n ai ▁ k n ahon ▁oina k na ▁iki ▁na	▁ k n ai ki ▁b n ai ▁p na t na shoko ▁b n ai ▁p na t na ▁b n ai ▁p na t na ▁b n ai ▁ k n ahon ▁oina k na ▁iki ▁na
▁kaiki ▁bai ▁pata shoko ▁bai ▁pata ▁bai ▁p ha ta ▁bai ▁kahon	▁kaiki ▁bai ▁pata shoko ▁bai ▁pata ▁bai ▁p ha ta ▁bai ▁kahon
▁pon ▁pon ▁cho kama	▁pon ▁pon ▁cho kama
▁tokora	▁tokora
▁ain ati pan ▁ain ati pan ▁atipan ke	▁ain ati pan ▁ain ati pan ▁atipan ke
▁ainka ▁ainka ▁kake	▁ainka ▁ainka ▁kake
▁ne h po kin ▁kikin ▁ne h po ch ne h po ma sh ne h po k ne h po	▁ne h po kin ▁kikin ▁ne h po ch ne h po ma sh ne h po k ne h po
▁okin ▁kikin ▁ochoma shoko	▁okin ▁kikin ▁ochoma shoko
▁atianka ▁iki ▁hun s ▁ma ▁aki ▁ka	▁atianka ▁iki ▁hun s ▁ma ▁aki ▁ka
▁atian re re ▁iki ▁tsitseketere ▁ma ▁aki ▁re re	▁atian re re ▁iki ▁tsitseketere ▁ma ▁aki ▁re re
▁atianka ▁iki ▁tsi s teke tere ▁ma ▁aki ▁ka	▁atianka ▁iki ▁tsi s teke tere ▁ma ▁aki ▁ka
▁ara ▁moara ▁yoi ai ▁pan on	▁ara ▁moara ▁yoi ai ▁pan on
▁ara ▁moara ▁reteai ▁pan on	▁ara ▁moara ▁reteai ▁pan on
▁aka ribi ▁pa y oa ki ▁imi ▁hoho ▁iki ▁rakata ▁moa ▁aka	▁aka ribi ▁pa y oa ki ▁imi ▁hoho ▁iki ▁rakata ▁moa ▁aka
▁aka ribi ▁oinaki ▁imi ▁mare ▁iki ▁rakata ▁moa ▁aka	▁aka ribi ▁oinaki ▁imi ▁mare ▁iki ▁rakata ▁moa ▁aka
▁aka ribi ▁oinaki ▁imi ▁hoho ▁iki ▁atipa a ▁moa ▁aka	▁aka ribi ▁oinaki ▁imi ▁hoho ▁iki ▁atipa a ▁moa ▁aka
▁aka ribi ▁oinaki ▁imi ▁hoho ▁iki ▁rakata ▁moa ▁aka	▁aka ribi ▁oinaki ▁imi ▁hoho ▁iki ▁rakata ▁moa ▁aka
▁ma ▁on tana	▁ma ▁on tana
▁ma ▁ma pe ha	▁ma ▁ma pe ha
▁ma pe ha ki ▁ina ▁inan ▁ran iki ▁ma pon ▁inan ▁ina ka ▁iki ▁ma pon ▁chania	▁ma pe ha ki ▁ina ▁inan ▁ran iki ▁ma pon ▁inan ▁ina ka ▁iki ▁ma pon ▁chania
▁ma pe ha ki ▁isko ▁iskon ▁ran iki ▁ma pon ▁iskon ▁bai ka ▁iki ▁ma pon ▁chania	▁ma pe ha ki ▁isko ▁iskon ▁ran iki ▁ma pon ▁iskon ▁bai ka ▁iki ▁ma pon ▁chania
▁ma pe ha ki ▁isko ▁iskon ▁ran iki ▁to ris ton ▁iskon ▁ina ka ▁iki ▁to ris ton ▁chania	▁ma pe ha ki ▁isko ▁iskon ▁ran iki ▁to ris ton ▁iskon ▁ina ka ▁iki ▁to ris ton ▁chania
▁ma pe ha ki ▁isko ▁iskon ▁ran iki ▁ma pon ▁iskon ▁ina ka ▁iki ▁ma pon ▁chania	▁ma pe ha ki ▁isko ▁iskon ▁ran iki ▁ma pon ▁iskon ▁ina ka ▁iki ▁ma pon ▁chania
▁ma ▁ima meta ▁rakata ▁ma ▁mawata ka	▁ma ▁ima meta ▁rakata ▁ma ▁mawata ka
▁ma ▁chan i meta ▁rakata ▁ma ▁yon á aka	▁ma ▁chan i meta ▁rakata ▁ma ▁yon á aka
▁ma cha ni meta ▁rakata ▁ma ▁mawata ▁ka	▁ma cha ni meta ▁rakata ▁ma ▁mawata ▁ka
▁aka ska ki ▁yoya biki ▁a ▁mi ▁ohe ▁i k tian ▁mia ▁ake ▁oinwe ▁a k ronki	▁aka ska ki ▁yoya biki ▁a ▁mi ▁ohe ▁i k tian ▁mia ▁ake ▁oinwe ▁a k ronki
▁aka ska ki ▁yoya biki ▁a ▁mi ▁yoitima ▁i k tian ▁mia ▁ake ▁poa we ▁a k ronki	▁aka ska ki ▁yoya biki ▁a ▁mi ▁yoitima ▁i k tian ▁mia ▁ake ▁poa we ▁a k ronki
▁aka ska ki ▁yoya biki ▁a ▁abo ▁yoitima ▁i k tian ▁a boa ▁ake ▁oinwe ▁a k ronki	▁aka ska ki ▁yoya biki ▁a ▁abo ▁yoitima ▁i k tian ▁a boa ▁ake ▁oinwe ▁a k ronki
▁aka ska ki ▁yoya biki ▁a mi ▁yoi t ma ▁itian ▁mia ▁ake ▁oinwe ▁a rn ki	▁aka ska ki ▁yoya biki ▁a mi ▁yoi t ma ▁itian ▁mia ▁ake ▁oinwe ▁a rn ki
▁narana ▁narana ▁a k biki ▁ma ▁mawata	▁narana ▁narana ▁a k biki ▁ma ▁mawata
▁rabé ▁rabé ▁abi ki ▁ma ▁ma w ta	▁rabé ▁rabé ▁abi ki ▁ma ▁ma w ta
▁a ▁han se boton ki ▁toshbo ▁toshbo ▁ake	▁a ▁han se boton ki ▁toshbo ▁toshbo ▁ake
▁toshbo ▁toshbo ▁ake	▁toshbo ▁toshbo ▁ake
▁a k ka a ▁iki	▁a k ka a ▁iki
▁ea ▁ea ▁po tó a yamawe ▁a k ronki a ▁hanebon	▁ea ▁ea ▁po tó a yamawe ▁a k ronki a ▁hanebon
▁ea ▁ea ▁rami a yamawe ▁a k ronki a ▁shi hu in	▁ea ▁ea ▁rami a yamawe ▁a k ronki a ▁shi hu in
▁ea ▁ea ▁rami a yamawe ▁aronki a ▁hanebonin	▁ea ▁ea ▁rami a yamawe ▁aronki a ▁hanebonin
▁mi ▁yoa ▁kehe i ▁oa ▁mia ▁kehe i ▁oa ▁riki	▁mi ▁yoa ▁kehe i ▁oa ▁mia ▁kehe i ▁oa ▁riki
▁mi ▁yoa ▁mewesi ▁oa ▁mia ▁mewe i ▁oa ▁riki	▁mi ▁yoa ▁mewesi ▁oa ▁mia ▁mewe i ▁oa ▁riki
▁atianki ▁iskoki ▁ma ▁a ▁toshba ▁ake ▁tosh b ▁a k y e ▁toshba ▁ake	▁atianki ▁iskoki ▁ma ▁a ▁toshba ▁ake ▁tosh b ▁a k y e ▁toshba ▁ake
▁akaka ▁iki ▁oa ▁soro ▁soro i ▁pai a	▁akaka ▁iki ▁oa ▁soro ▁soro i ▁pai a
▁akaka ▁iki ▁oa ▁soro ▁soro i ▁pa a	▁akaka ▁iki ▁oa ▁soro ▁soro i ▁pa a
▁tsits oke tere ▁tsits oke tere i ▁pai a ▁ma ▁tsits oke tere ▁moa ▁i wan a	▁tsits oke tere ▁tsits oke tere i ▁pai a ▁ma ▁tsits oke tere ▁moa ▁i wan a
▁soro ▁soro i ▁pai a ▁ma ▁tsits oke tere ▁moa ▁mis toa	▁soro ▁soro i ▁pai a ▁ma ▁tsits oke tere ▁moa ▁mis toa
▁soro ▁soro i ▁pai a ▁ma ▁tsits oke tere ▁moa ▁i wan a	▁soro ▁soro i ▁pai a ▁ma ▁tsits oke tere ▁moa ▁i wan a
▁moaka ▁xa tea	▁moaka ▁xa tea
